Country / territory of asylum/residence,Origin,Year,Value
New Zealand,Congo,2006,96
New Zealand,Dem. Rep. of the Congo,2006,7
New Zealand,Eritrea,2006,1
New Zealand,Ethiopia,2006,11
New Zealand,Indonesia,2006,5
New Zealand,Iran (Islamic Rep. of),2006,42
New Zealand,Iraq,2006,7
New Zealand,Lao People's Dem. Rep.,2006,2
New Zealand,Myanmar,2006,424
New Zealand,Nepal,2006,5
New Zealand,Palestinian,2006,2
New Zealand,Somalia,2006,12
New Zealand,Sri Lanka,2006,5
New Zealand,Sudan,2006,14
New Zealand,Turkey,2006,7
New Zealand,Viet Nam,2006,7
New Zealand,Zimbabwe,2006,5
Norway,Afghanistan,2006,1
Norway,Azerbaijan,2006,2
Norway,Burundi,2006,50
Norway,Cambodia,2006,20
Norway,China,2006,8
Norway,Dem. Rep. of the Congo,2006,203
Norway,Eritrea,2006,1
Norway,Ethiopia,2006,1
Norway,Iran (Islamic Rep. of),2006,7
Norway,Iraq,2006,9
Norway,Myanmar,2006,484
Norway,Philippines,2006,107
Norway,Russian Federation,2006,14
Norway,Rwanda,2006,8
Norway,Somalia,2006,18
Norway,Stateless,2006,1
Norway,Syrian Arab Rep.,2006,1
Norway,Turkmenistan,2006,2
Norway,Uganda,2006,2
Norway,Uzbekistan,2006,4
Norway,Viet Nam,2006,47
Norway,Zambia,2006,2
Sweden,Afghanistan,2006,353
Sweden,Armenia,2006,3
Sweden,Azerbaijan,2006,2
Sweden,Burundi,2006,39
Sweden,Côte d'Ivoire,2006,10
Sweden,Central African Rep.,2006,11
Sweden,Chad,2006,5
Sweden,China,2006,13
Sweden,Colombia,2006,494
Sweden,Congo,2006,137
Sweden,Costa Rica,2006,19
Sweden,Cuba,2006,2
Sweden,Dem. Rep. of the Congo,2006,5
Sweden,Ecuador,2006,22
Sweden,Egypt,2006,4
Sweden,Equatorial Guinea,2006,7
Sweden,Eritrea,2006,4
Sweden,Ethiopia,2006,85
Sweden,Gambia,2006,11
Sweden,Guinea-Bissau,2006,1
Sweden,Honduras,2006,1
Sweden,Iran (Islamic Rep. of),2006,178
Sweden,Iraq,2006,148
Sweden,Jordan,2006,2
Sweden,Kyrgyzstan,2006,1
Sweden,Lebanon,2006,5
Sweden,Liberia,2006,24
Sweden,Myanmar,2006,292
Sweden,Namibia,2006,5
Sweden,Nepal,2006,8
Sweden,Nicaragua,2006,4
Sweden,Pakistan,2006,20
Sweden,Papua New Guinea,2006,1
Sweden,Russian Federation,2006,76
Sweden,Rwanda,2006,9
Sweden,Somalia,2006,53
Sweden,Sri Lanka,2006,15
Sweden,Stateless,2006,4
Sweden,Sudan,2006,30
Sweden,Syrian Arab Rep.,2006,1
Sweden,Tunisia,2006,1
Sweden,Uzbekistan,2006,256
Sweden,Viet Nam,2006,10
Sweden,Yemen,2006,1
Sweden,Zimbabwe,2006,4
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2006,1
United Kingdom of Great Britain and Northern Ireland,Burundi,2006,4
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2006,134
United Kingdom of Great Britain and Northern Ireland,Eritrea,2006,1
United Kingdom of Great Britain and Northern Ireland,Ethiopia,2006,79
United Kingdom of Great Britain and Northern Ireland,Iran (Islamic Rep. of),2006,3
United Kingdom of Great Britain and Northern Ireland,Iraq,2006,4
United Kingdom of Great Britain and Northern Ireland,Liberia,2006,1
United Kingdom of Great Britain and Northern Ireland,Myanmar,2006,81
United Kingdom of Great Britain and Northern Ireland,Somalia,2006,7
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,63
United States of America,Afghanistan,2006,658
United States of America,Albania,2006,1
United States of America,Algeria,2006,1
United States of America,Angola,2006,13
United States of America,Armenia,2006,87
United States of America,Azerbaijan,2006,77
United States of America,Bangladesh,2006,2
United States of America,Belarus,2006,350
United States of America,Bhutan,2006,3
United States of America,Bosnia and Herzegovina,2006,16
United States of America,Burundi,2006,466
United States of America,Côte d'Ivoire,2006,23
United States of America,Cambodia,2006,9
United States of America,Cameroon,2006,29
United States of America,Central African Rep.,2006,23
United States of America,Chad,2006,4
United States of America,China,2006,21
United States of America,Colombia,2006,115
United States of America,Congo,2006,66
United States of America,Costa Rica,2006,2
United States of America,Croatia,2006,1
United States of America,Cuba,2006,3135
United States of America,Dem. People's Rep. of Korea,2006,9
United States of America,Dem. Rep. of the Congo,2006,405
United States of America,Egypt,2006,2
United States of America,Equatorial Guinea,2006,11
United States of America,Eritrea,2006,539
United States of America,Estonia,2006,7
United States of America,Ethiopia,2006,1271
United States of America,Gambia,2006,6
United States of America,Georgia,2006,4
United States of America,Ghana,2006,7
United States of America,Indonesia,2006,10
United States of America,Iran (Islamic Rep. of),2006,2792
United States of America,Iraq,2006,202
United States of America,Kazakhstan,2006,124
United States of America,Kenya,2006,5
United States of America,Kyrgyzstan,2006,15
United States of America,Lao People's Dem. Rep.,2006,830
United States of America,Latvia,2006,21
United States of America,Liberia,2006,2402
United States of America,Mauritania,2006,88
United States of America,Myanmar,2006,1612
United States of America,Nepal,2006,1
United States of America,Niger,2006,1
United States of America,Nigeria,2006,15
United States of America,Pakistan,2006,20
United States of America,Rep. of Moldova,2006,720
United States of America,Russian Federation,2006,6003
United States of America,Rwanda,2006,112
United States of America,Senegal,2006,2
United States of America,Sierra Leone,2006,439
United States of America,Somalia,2006,10356
United States of America,Sri Lanka,2006,6
United States of America,Sudan,2006,1848
United States of America,Syrian Arab Rep.,2006,27
United States of America,Tajikistan,2006,4
United States of America,The former Yugoslav Rep. of Macedonia,2006,1
United States of America,Togo,2006,18
United States of America,Turkmenistan,2006,3
United States of America,Uganda,2006,20
United States of America,Ukraine,2006,2483
United States of America,Uzbekistan,2006,527
United States of America,Various/unknown,2006,11
United States of America,Venezuela (Bolivarian Republic of),2006,4
United States of America,Viet Nam,2006,3168
United States of America,Yemen,2006,11
United States of America,Zimbabwe,2006,13
Argentina,Colombia,2007,32
Australia,Afghanistan,2007,1099
Australia,Angola,2007,5
Australia,Bhutan,2007,10
Australia,Burundi,2007,476
Australia,Côte d'Ivoire,2007,8
Australia,Central African Rep.,2007,13
Australia,Chad,2007,4
Australia,China,2007,69
Australia,Colombia,2007,2
Australia,Congo,2007,29
Australia,Dem. Rep. of the Congo,2007,648
Australia,Egypt,2007,19
Australia,Eritrea,2007,183
Australia,Ethiopia,2007,89
Australia,Ghana,2007,3
Australia,Guinea,2007,4
Australia,Iran (Islamic Rep. of),2007,279
Australia,Iraq,2007,1341
Australia,Kenya,2007,3
Australia,Kuwait,2007,17
Australia,Kyrgyzstan,2007,1
Australia,Lao People's Dem. Rep.,2007,132
Australia,Lebanon,2007,6
Australia,Liberia,2007,514
Australia,Malawi,2007,1
Australia,Malaysia,2007,1
Australia,Mauritania,2007,58
Australia,Myanmar,2007,2372
Australia,Nigeria,2007,1
Australia,Pakistan,2007,11
Australia,Palestinian,2007,12
Australia,Papua New Guinea,2007,1
Australia,Russian Federation,2007,1
Australia,Rwanda,2007,70
Australia,Serbia and Kosovo: S/RES/1244 (1999),2007,41
Australia,Sierra Leone,2007,322
Australia,Solomon Islands,2007,1
Australia,Somalia,2007,126
Australia,Sri Lanka,2007,73
Australia,Sudan,2007,1272
Australia,Switzerland,2007,3
Australia,Thailand,2007,45
Australia,Timor-Leste,2007,2
Australia,Togo,2007,194
Australia,Turkey,2007,2
Australia,Uganda,2007,19
Australia,United Rep. of Tanzania,2007,26
Australia,Yemen,2007,19
Australia,Zimbabwe,2007,1
Brazil,Colombia,2007,41
Brazil,Cuba,2007,2
Brazil,Ecuador,2007,3
Brazil,Guatemala,2007,2
Brazil,Palestinian,2007,109
Canada,Afghanistan,2007,2044
Canada,Azerbaijan,2007,8
Canada,Belarus,2007,7
Canada,Bosnia and Herzegovina,2007,7
Canada,Burundi,2007,284
Canada,Côte d'Ivoire,2007,11
Canada,Cameroon,2007,9
Canada,Central African Rep.,2007,6
Canada,Chad,2007,15
Canada,China,2007,18
Canada,Colombia,2007,1651
Canada,Congo,2007,30
Canada,Cuba,2007,7
Canada,Dem. Rep. of the Congo,2007,626
Canada,Ecuador,2007,14
Canada,Eritrea,2007,455
Canada,Ethiopia,2007,742
Canada,Ghana,2007,7
Canada,Guatemala,2007,19
Canada,India,2007,12
Canada,Iran (Islamic Rep. of),2007,326
Canada,Iraq,2007,983
Canada,Kazakhstan,2007,22
Canada,Liberia,2007,101
Canada,Madagascar,2007,14
Canada,Myanmar,2007,1786
Canada,Nigeria,2007,24
Canada,Pakistan,2007,82
Canada,Russian Federation,2007,71
Canada,Rwanda,2007,166
Canada,Serbia and Kosovo: S/RES/1244 (1999),2007,128
Canada,Sierra Leone,2007,31
Canada,Somalia,2007,665
Canada,Sri Lanka,2007,44
Canada,Sudan,2007,385
Canada,Syrian Arab Rep.,2007,11
Canada,Tajikistan,2007,11
Canada,Togo,2007,35
Canada,Turkmenistan,2007,12
Canada,Uganda,2007,20
Canada,Ukraine,2007,10
Canada,Uzbekistan,2007,44
Canada,Various/unknown,2007,134
Canada,Viet Nam,2007,72
Canada,Zimbabwe,2007,6
Denmark,Azerbaijan,2007,1
Denmark,Bhutan,2007,14
Denmark,Burundi,2007,9
Denmark,Côte d'Ivoire,2007,2
Denmark,Dem. Rep. of the Congo,2007,184
Denmark,Eritrea,2007,2
Denmark,Iran (Islamic Rep. of),2007,6
Denmark,Iraq,2007,10
Denmark,Myanmar,2007,158
Denmark,Russian Federation,2007,4
Denmark,Rwanda,2007,8
Denmark,Sudan,2007,67
Denmark,Uzbekistan,2007,7
Finland,Afghanistan,2007,10
Finland,Burundi,2007,6
Finland,Côte d'Ivoire,2007,7
Finland,Cambodia,2007,17
Finland,China,2007,2
Finland,Congo,2007,21
Finland,Dem. Rep. of the Congo,2007,57
Finland,Iran (Islamic Rep. of),2007,46
Finland,Iraq,2007,15
Finland,Liberia,2007,28
Finland,Myanmar,2007,341
Finland,Nepal,2007,11
Finland,Russian Federation,2007,9
Finland,Rwanda,2007,1
Finland,Sierra Leone,2007,5
Finland,Somalia,2007,64
Finland,Sri Lanka,2007,2
Finland,Stateless,2007,6
Finland,Sudan,2007,1
Finland,Uzbekistan,2007,4
Finland,Viet Nam,2007,1
Finland,Yemen,2007,3
Iceland,Colombia,2007,30
Ireland,Côte d'Ivoire,2007,3
Ireland,Dem. Rep. of the Congo,2007,7
Ireland,Eritrea,2007,2
Ireland,Myanmar,2007,97
Ireland,Sri Lanka,2007,5
Netherlands,Afghanistan,2007,4
Netherlands,Bhutan,2007,18
Netherlands,Burundi,2007,58
Netherlands,China,2007,2
Netherlands,Colombia,2007,8
Netherlands,Dem. Rep. of the Congo,2007,70
Netherlands,Eritrea,2007,35
Netherlands,Ethiopia,2007,77
Netherlands,Iran (Islamic Rep. of),2007,10
Netherlands,Iraq,2007,119
Netherlands,Liberia,2007,5
Netherlands,Myanmar,2007,76
Netherlands,Nepal,2007,4
Netherlands,Palestinian,2007,41
Netherlands,Russian Federation,2007,8
Netherlands,Rwanda,2007,7
Netherlands,Sierra Leone,2007,2
Netherlands,Somalia,2007,4
Netherlands,Sudan,2007,7
Netherlands,Thailand,2007,1
Netherlands,Uzbekistan,2007,13
New Zealand,Afghanistan,2007,234
New Zealand,Algeria,2007,5
New Zealand,China,2007,3
New Zealand,Colombia,2007,26
New Zealand,Congo,2007,3
New Zealand,Dem. Rep. of the Congo,2007,27
New Zealand,Ethiopia,2007,7
New Zealand,India,2007,13
New Zealand,Iran (Islamic Rep. of),2007,1
New Zealand,Iraq,2007,9
New Zealand,Mauritania,2007,10
New Zealand,Myanmar,2007,328
New Zealand,Nepal,2007,1
New Zealand,Palestinian,2007,6
New Zealand,Rwanda,2007,22
New Zealand,Somalia,2007,5
New Zealand,Sri Lanka,2007,7
New Zealand,Sudan,2007,31
New Zealand,Turkey,2007,1
Norway,Afghanistan,2007,7
Norway,Angola,2007,1
Norway,Burundi,2007,24
Norway,Côte d'Ivoire,2007,1
Norway,Cambodia,2007,19
Norway,China,2007,3
Norway,Dem. Rep. of the Congo,2007,317
Norway,Egypt,2007,1
Norway,Eritrea,2007,4
Norway,Ethiopia,2007,10
Norway,Iran (Islamic Rep. of),2007,8
Norway,Iraq,2007,78
Norway,Jordan,2007,1
Norway,Myanmar,2007,551
Norway,Nepal,2007,1
Norway,Philippines,2007,9
Norway,Rwanda,2007,9
Norway,Somalia,2007,3
Norway,Sri Lanka,2007,28
Norway,Stateless,2007,13
Norway,Sudan,2007,5
Norway,Syrian Arab Rep.,2007,1
Norway,Uganda,2007,1
Norway,Uzbekistan,2007,5
Norway,Viet Nam,2007,5
Norway,Zimbabwe,2007,1
Sweden,Afghanistan,2007,185
Sweden,Angola,2007,6
Sweden,Armenia,2007,3
Sweden,Burundi,2007,12
Sweden,China,2007,9
Sweden,Colombia,2007,99
Sweden,Cuba,2007,16
Sweden,Dem. Rep. of the Congo,2007,43
Sweden,Ecuador,2007,10
Sweden,Eritrea,2007,6
Sweden,Ethiopia,2007,48
Sweden,India,2007,1
Sweden,Iran (Islamic Rep. of),2007,73
Sweden,Iraq,2007,732
Sweden,Kyrgyzstan,2007,7
Sweden,Lebanon,2007,4
Sweden,Myanmar,2007,357
Sweden,Pakistan,2007,12
Sweden,Russian Federation,2007,60
Sweden,Serbia and Kosovo: S/RES/1244 (1999),2007,6
Sweden,Sierra Leone,2007,6
Sweden,Somalia,2007,7
Sweden,Sri Lanka,2007,13
Sweden,Stateless,2007,6
Sweden,Sudan,2007,5
Sweden,Syrian Arab Rep.,2007,1
Sweden,Turkey,2007,1
Sweden,Uganda,2007,8
Sweden,Uzbekistan,2007,97
Sweden,Various/unknown,2007,12
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2007,2
United Kingdom of Great Britain and Northern Ireland,Angola,2007,1
United Kingdom of Great Britain and Northern Ireland,Congo,2007,212
United Kingdom of Great Britain and Northern Ireland,Eritrea,2007,1
United Kingdom of Great Britain and Northern Ireland,Ethiopia,2007,90
United Kingdom of Great Britain and Northern Ireland,Iraq,2007,25
United Kingdom of Great Britain and Northern Ireland,Mauritania,2007,53
United Kingdom of Great Britain and Northern Ireland,Myanmar,2007,126
United Kingdom of Great Britain and Northern Ireland,Somalia,2007,4
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,1
United States of America,Afghanistan,2007,441
United States of America,Angola,2007,4
United States of America,Armenia,2007,29
United States of America,Austria,2007,1
United States of America,Azerbaijan,2007,78
United States of America,Belarus,2007,219
United States of America,Benin,2007,1
United States of America,Bosnia and Herzegovina,2007,2
United States of America,Burkina Faso,2007,6
United States of America,Burundi,2007,4545
United States of America,Côte d'Ivoire,2007,11
United States of America,Cambodia,2007,15
United States of America,Cameroon,2007,5
United States of America,Central African Rep.,2007,15
United States of America,Chad,2007,10
United States of America,China,2007,27
United States of America,Colombia,2007,54
United States of America,Congo,2007,206
United States of America,Cuba,2007,2922
United States of America,Dem. People's Rep. of Korea,2007,22
United States of America,Dem. Rep. of the Congo,2007,848
United States of America,Egypt,2007,3
United States of America,Equatorial Guinea,2007,14
United States of America,Eritrea,2007,963
United States of America,Estonia,2007,6
United States of America,Ethiopia,2007,1028
United States of America,France,2007,1
United States of America,Gambia,2007,13
United States of America,Georgia,2007,7
United States of America,Ghana,2007,4
United States of America,Guinea,2007,1
United States of America,Iran (Islamic Rep. of),2007,5481
United States of America,Iraq,2007,1608
United States of America,Israel,2007,1
United States of America,Jordan,2007,3
United States of America,Kazakhstan,2007,45
United States of America,Kuwait,2007,24
United States of America,Kyrgyzstan,2007,17
United States of America,Lao People's Dem. Rep.,2007,117
United States of America,Latvia,2007,17
United States of America,Liberia,2007,1606
